atc_name,atc_code
chloramphenicol,D10AF03
meclocycline,D10AF04
nadifloxacin,D10AF05
sulfacetamide,D10AF06
minocycline,D10AF07
"clindamycin, combinations",D10AF51
"erythromycin, combinations",D10AF52
aluminium chloride,D10AX01
resorcinol,D10AX02
azelaic acid,D10AX03
aluminium oxide,D10AX04
dapsone,D10AX05
clascoterone,D10AX06
various combinations,D10AX30
isotretinoin,D10BA01
ichtasol,D10BX01
glycopyrronium,D11AA01
cetrimide,D11AC01
cadmium compounds,D11AC02
selenium compounds,D11AC03
povidone-iodine,D11AC06
sulfur compounds,D11AC08
xenysalate,D11AC09
metandienone,D11AE01
tacrolimus,D11AH01
pimecrolimus,D11AH02
cromoglicic acid,D11AH03
alitretinoin,D11AH04
dupilumab,D11AH05
crisaborole,D11AH06
tralokinumab,D11AH07
abrocitinib,D11AH08
ruxolitinib,D11AH09
lebrikizumab,D11AH10
delgocitinib,D11AH11
nemolizumab,D11AH12
minoxidil,D11AX01
gamolenic acid,D11AX02
calcium gluconate,D11AX03
lithium succinate,D11AX04
magnesium sulfate,D11AX05
mequinol,D11AX06
tiratricol,D11AX08
oxaceprol,D11AX09
finasteride,D11AX10
hydroquinone,D11AX11
pyrithione zinc,D11AX12
monobenzone,D11AX13
eflornithine,D11AX16
diclofenac,D11AX18
brimonidine,D11AX21
ivermectin,D11AX22
aminobenzoate potassium,D11AX23
deoxycholic acid,D11AX24
hydrogen peroxide,D11AX25
caffeine,D11AX26
oxymetazoline,D11AX27
"gamolenic acid, combinations",D11AX52
"collagen, combinations",D11AX57
nystatin,G01AA01
natamycin,G01AA02
amphotericin B,G01AA03
candicidin,G01AA04
chloramphenicol,G01AA05
hachimycin,G01AA06
oxytetracycline,G01AA07
carfecillin,G01AA08
mepartricin,G01AA09
clindamycin,G01AA10
pentamycin,G01AA11
"nystatin, combinations",G01AA51
acetarsol,G01AB01
diiodohydroxyquinoline,G01AC01
clioquinol,G01AC02
chlorquinaldol,G01AC03
dequalinium,G01AC05
broxyquinoline,G01AC06
oxyquinoline,G01AC30
lactic acid,G01AD01
acetic acid,G01AD02
ascorbic acid,G01AD03
sulfatolamide,G01AE01
combinations of sulfonamides,G01AE10
metronidazole,G01AF01
clotrimazole,G01AF02
miconazole,G01AF04
econazole,G01AF05
ornidazole,G01AF06
isoconazole,G01AF07
tioconazole,G01AF08
ketoconazole,G01AF11
fenticonazole,G01AF12
azanidazole,G01AF13
propenidazole,G01AF14
butoconazole,G01AF15
omoconazole,G01AF16
oxiconazole,G01AF17
flutrimazole,G01AF18
sertaconazole,G01AF19
combinations of imidazole derivatives,G01AF20
tinidazole,G01AF21
"econazole, combinations",G01AF55
terconazole,G01AG02
clodantoin,G01AX01
inosine,G01AX02
policresulen,G01AX03
nifuratel,G01AX05
furazolidone,G01AX06
methylrosaniline,G01AX09
povidone-iodine,G01AX11
ciclopirox,G01AX12
protiofate,G01AX13
lactobacillus,G01AX14
copper usnate,G01AX15
hexetidine,G01AX16
dapivirine,G01AX17
"octenidine, combinations",G01AX66
methylergometrine,G02AB01
ergot alkaloids,G02AB02
ergometrine,G02AB03
methylergometrine and oxytocin,G02AC01
dinoprost,G02AD01
dinoprostone,G02AD02
gemeprost,G02AD03
carboprost,G02AD04
sulprostone,G02AD05
misoprostol,G02AD06
plastic IUD,G02BA01
plastic IUD with copper,G02BA02
plastic IUD with progestogen,G02BA03
vaginal ring with progestogen and estrogen,G02BB01
vaginal ring with progestogen,G02BB02
ritodrine,G02CA01
buphenine,G02CA02
fenoterol,G02CA03
bromocriptine,G02CB01
lisuride,G02CB02
cabergoline,G02CB03
quinagolide,G02CB04
metergoline,G02CB05
terguride,G02CB06
ibuprofen,G02CC01
naproxen,G02CC02
benzydamine,G02CC03
flunoxaprofen,G02CC04
atosiban,G02CX01
flibanserin,G02CX02
Agni casti fructus,G02CX03
Cimicifugae rhizoma,G02CX04
bremelanotide,G02CX05
fezolinetant,G02CX06
etynodiol and ethinylestradiol,G03AA01
quingestanol and ethinylestradiol,G03AA02
lynestrenol and ethinylestradiol,G03AA03
megestrol and ethinylestradiol,G03AA04
norethisterone and ethinylestradiol,G03AA05
norgestrel and ethinylestradiol,G03AA06
levonorgestrel and ethinylestradiol,G03AA07
medroxyprogesterone and ethinylestradiol,G03AA08
desogestrel and ethinylestradiol,G03AA09
gestodene and ethinylestradiol,G03AA10
norgestimate and ethinylestradiol,G03AA11
drospirenone and ethinylestradiol,G03AA12
norelgestromin and ethinylestradiol,G03AA13
nomegestrol and estradiol,G03AA14
chlormadinone and ethinylestradiol,G03AA15
dienogest and ethinylestradiol,G03AA16
medroxyprogesterone and estradiol,G03AA17
drospirenone and estetrol,G03AA18
megestrol and ethinylestradiol,G03AB01
lynestrenol and ethinylestradiol,G03AB02
levonorgestrel and ethinylestradiol,G03AB03
norethisterone and ethinylestradiol,G03AB04
desogestrel and ethinylestradiol,G03AB05
gestodene and ethinylestradiol,G03AB06
chlormadinone and ethinylestradiol,G03AB07
dienogest and estradiol,G03AB08
norgestimate and ethinylestradiol,G03AB09
norethisterone,G03AC01
lynestrenol,G03AC02
levonorgestrel,G03AC03
quingestanol,G03AC04
megestrol,G03AC05
medroxyprogesterone,G03AC06
norgestrienone,G03AC07
etonogestrel,G03AC08
desogestrel,G03AC09
drospirenone,G03AC10
levonorgestrel,G03AD01
ulipristal,G03AD02
fluoxymesterone,G03BA01
methyltestosterone,G03BA02
testosterone,G03BA03
mesterolone,G03BB01
androstanolone,G03BB02
ethinylestradiol,G03CA01
estradiol,G03CA03
estriol,G03CA04
chlorotrianisene,G03CA06
estrone,G03CA07
promestriene,G03CA09
"estradiol, combinations",G03CA53
conjugated estrogens,G03CA57
dienestrol,G03CB01
diethylstilbestrol,G03CB02
methallenestril,G03CB03
moxestrol,G03CB04
dienestrol,G03CC02
methallenestril,G03CC03
estrone,G03CC04
diethylstilbestrol,G03CC05
estriol,G03CC06
conjugated estrogens and bazedoxifene,G03CC07
tibolone,G03CX01
gestonorone,G03DA01
medroxyprogesterone,G03DA02
hydroxyprogesterone,G03DA03
progesterone,G03DA04
dydrogesterone,G03DB01
megestrol,G03DB02
medrogestone,G03DB03
nomegestrol,G03DB04
demegestone,G03DB05
chlormadinone,G03DB06
promegestone,G03DB07
dienogest,G03DB08
allylestrenol,G03DC01
norethisterone,G03DC02
lynestrenol,G03DC03
ethisterone,G03DC04
etynodiol,G03DC06
methylestrenolone,G03DC31
methyltestosterone and estrogen,G03EA01
testosterone and estrogen,G03EA02
prasterone and estrogen,G03EA03
methyltestosterone,G03EK01
norethisterone and estrogen,G03FA01
hydroxyprogesterone and estrogen,G03FA02
ethisterone and estrogen,G03FA03
progesterone and estrogen,G03FA04
methylnortestosterone and estrogen,G03FA05
etynodiol and estrogen,G03FA06
lynestrenol and estrogen,G03FA07
megestrol and estrogen,G03FA08
noretynodrel and estrogen,G03FA09
norgestrel and estrogen,G03FA10
levonorgestrel and estrogen,G03FA11
medroxyprogesterone and estrogen,G03FA12
norgestimate and estrogen,G03FA13
dydrogesterone and estrogen,G03FA14
dienogest and estrogen,G03FA15
trimegestone and estrogen,G03FA16
drospirenone and estrogen,G03FA17
norgestrel and estrogen,G03FB01
lynestrenol and estrogen,G03FB02
chlormadinone and estrogen,G03FB03
megestrol and estrogen,G03FB04
norethisterone and estrogen,G03FB05
medroxyprogesterone and estrogen,G03FB06
medrogestone and estrogen,G03FB07
dydrogesterone and estrogen,G03FB08
levonorgestrel and estrogen,G03FB09
desogestrel and estrogen,G03FB10
trimegestone and estrogen,G03FB11
nomegestrol and estrogen,G03FB12
chorionic gonadotrophin,G03GA01
human menopausal gonadotrophin,G03GA02
serum gonadotrophin,G03GA03
urofollitropin,G03GA04
follitropin alfa,G03GA05
follitropin beta,G03GA06
lutropin alfa,G03GA07
choriogonadotropin alfa,G03GA08
corifollitropin alfa,G03GA09
follitropin delta,G03GA10
cyclofenil,G03GB01
clomifene,G03GB02
epimestrol,G03GB03
cyproterone,G03HA01
cyproterone and estrogen,G03HB01
danazol,G03XA01
gestrinone,G03XA02
mifepristone,G03XB01
ulipristal,G03XB02
"mifepristone, combinations",G03XB51
raloxifene,G03XC01
bazedoxifene,G03XC02
lasofoxifene,G03XC03
ormeloxifene,G03XC04
ospemifene,G03XC05
prasterone,G03XX01
ammonium chloride,G04BA01
calcium chloride,G04BA03
emepronium,G04BD01
flavoxate,G04BD02
meladrazine,G04BD03
oxybutynin,G04BD04
terodiline,G04BD05
propiverine,G04BD06
tolterodine,G04BD07
solifenacin,G04BD08
trospium,G04BD09
darifenacin,G04BD10
fesoterodine,G04BD11
mirabegron,G04BD12
desfesoterodine,G04BD13
imidafenacin,G04BD14
vibegron,G04BD15
alprostadil,G04BE01
papaverine,G04BE02
sildenafil,G04BE03
yohimbine,G04BE04
moxisylyte,G04BE06
apomorphine,G04BE07
tadalafil,G04BE08
vardenafil,G04BE09
avanafil,G04BE10
udenafil,G04BE11
"papaverine, combinations",G04BE52
magnesium hydroxide,G04BX01
acetohydroxamic acid,G04BX03
phenazopyridine,G04BX06
succinimide,G04BX10
collagen,G04BX11
phenyl salicylate,G04BX12
dimethyl sulfoxide,G04BX13
dapoxetine,G04BX14
pentosan polysulfate sodium,G04BX15
tiopronin,G04BX16
sodium salicylate and methenamine,G04BX17
alfuzosin,G04CA01
tamsulosin,G04CA02
terazosin,G04CA03
silodosin,G04CA04
alfuzosin and finasteride,G04CA51
tamsulosin and dutasteride,G04CA52
tamsulosin and solifenacin,G04CA53
tamsulosin and tadalafil,G04CA54
doxazosin and finasteride,G04CA55
finasteride,G04CB01
dutasteride,G04CB02
finasteride and tadalafil,G04CB51
Prunus africanae cortex,G04CX01
Sabalis serrulatae fructus,G04CX02
mepartricin,G04CX03
fexapotide,G04CX04
corticotropin,H01AA01
tetracosactide,H01AA02
thyrotropin alfa,H01AB01
somatropin,H01AC01
somatrem,H01AC02
mecasermin,H01AC03
sermorelin,H01AC04
mecasermin rinfabate,H01AC05
tesamorelin,H01AC06
somapacitan,H01AC07
somatrogon,H01AC08
lonapegsomatropin,H01AC09
pegvisomant,H01AX01
vasopressin (argipressin),H01BA01
desmopressin,H01BA02
lypressin,H01BA03
terlipressin,H01BA04
ornipressin,H01BA05
demoxytocin,H01BB01
oxytocin,H01BB02
carbetocin,H01BB03
gonadorelin,H01CA01
nafarelin,H01CA02
somatostatin,H01CB01
octreotide,H01CB02
lanreotide,H01CB03
vapreotide,H01CB04
pasireotide,H01CB05
ganirelix,H01CC01
cetrorelix,H01CC02
elagolix,H01CC03
linzagolix,H01CC04
"elagolix, estradiol and norethisterone",H01CC53
"relugolix, estradiol and norethisterone",H01CC54
aldosterone,H02AA01
fludrocortisone,H02AA02
desoxycortone,H02AA03
betamethasone,H02AB01
dexamethasone,H02AB02
fluocortolone,H02AB03
methylprednisolone,H02AB04
paramethasone,H02AB05
prednisolone,H02AB06
prednisone,H02AB07
triamcinolone,H02AB08
hydrocortisone,H02AB09
cortisone,H02AB10
prednylidene,H02AB11
rimexolone,H02AB12
deflazacort,H02AB13
cloprednol,H02AB14
meprednisone,H02AB15
cortivazol,H02AB17
vamorolone,H02AB18
"methylprednisolone, combinations",H02BX01
trilostane,H02CA01
osilodrostat,H02CA02
ketoconazole,H02CA03
levoketoconazole,H02CA04
levothyroxine sodium,H03AA01
liothyronine sodium,H03AA02
combinations of levothyroxine and liothyronine,H03AA03
tiratricol,H03AA04
thyroid gland preparations,H03AA05
levothyroxine sodium and iodine compounds,H03AA51
methylthiouracil,H03BA01
propylthiouracil,H03BA02
benzylthiouracil,H03BA03
carbimazole,H03BB01
thiamazole,H03BB02
"thiamazole, combinations",H03BB52
potassium perchlorate,H03BC01
diiodotyrosine,H03BX01
dibromotyrosine,H03BX02
glucagon,H04AA01
dasiglucagon,H04AA02
parathyroid gland extract,H05AA01
teriparatide,H05AA02
parathyroid hormone,H05AA03
abaloparatide,H05AA04
palopegteriparatide,H05AA05
calcitonin (salmon synthetic),H05BA01
calcitonin (pork natural),H05BA02
calcitonin (human synthetic),H05BA03
elcatonin,H05BA04
cinacalcet,H05BX01
paricalcitol,H05BX02
doxercalciferol,H05BX03
etelcalcetide,H05BX04
calcifediol,H05BX05
evocalcet,H05BX06
demeclocycline,J01AA01
doxycycline,J01AA02
chlortetracycline,J01AA03
lymecycline,J01AA04
metacycline,J01AA05
oxytetracycline,J01AA06
tetracycline,J01AA07
minocycline,J01AA08
rolitetracycline,J01AA09
penimepicycline,J01AA10
clomocycline,J01AA11
tigecycline,J01AA12
eravacycline,J01AA13
sarecycline,J01AA14
omadacycline,J01AA15
combinations of tetracyclines,J01AA20
"oxytetracycline, combinations",J01AA56
chloramphenicol,J01BA01
thiamphenicol,J01BA02
"thiamphenicol, combinations",J01BA52
ampicillin,J01CA01
pivampicillin,J01CA02
carbenicillin,J01CA03
amoxicillin,J01CA04
carindacillin,J01CA05
bacampicillin,J01CA06
epicillin,J01CA07
pivmecillinam,J01CA08
azlocillin,J01CA09
mezlocillin,J01CA10
mecillinam,J01CA11
piperacillin,J01CA12
ticarcillin,J01CA13
metampicillin,J01CA14
talampicillin,J01CA15
sulbenicillin,J01CA16
temocillin,J01CA17
hetacillin,J01CA18
aspoxicillin,J01CA19
"ampicillin, combinations",J01CA51
benzylpenicillin,J01CE01
phenoxymethylpenicillin,J01CE02
propicillin,J01CE03
azidocillin,J01CE04
pheneticillin,J01CE05
penamecillin,J01CE06
clometocillin,J01CE07
benzathine benzylpenicillin,J01CE08
procaine benzylpenicillin,J01CE09
benzathine phenoxymethylpenicillin,J01CE10
dicloxacillin,J01CF01
cloxacillin,J01CF02
meticillin,J01CF03
oxacillin,J01CF04
flucloxacillin,J01CF05
nafcillin,J01CF06
sulbactam,J01CG01
tazobactam,J01CG02
ampicillin and beta-lactamase inhibitor,J01CR01
amoxicillin and beta-lactamase inhibitor,J01CR02
ticarcillin and beta-lactamase inhibitor,J01CR03
sultamicillin,J01CR04
piperacillin and beta-lactamase inhibitor,J01CR05
combinations of penicillins,J01CR50
cefalexin,J01DB01
cefaloridine,J01DB02
cefalotin,J01DB03
cefazolin,J01DB04
cefadroxil,J01DB05
cefazedone,J01DB06
cefatrizine,J01DB07
cefapirin,J01DB08
cefradine,J01DB09
cefacetrile,J01DB10
cefroxadine,J01DB11
ceftezole,J01DB12
cefoxitin,J01DC01
cefuroxime,J01DC02
cefamandole,J01DC03
cefaclor,J01DC04
cefotetan,J01DC05
cefonicid,J01DC06
cefotiam,J01DC07
loracarbef,J01DC08
cefmetazole,J01DC09
cefprozil,J01DC10
ceforanide,J01DC11
cefminox,J01DC12
cefbuperazone,J01DC13
flomoxef,J01DC14
cefuroxime and beta-lactamase inhibitor,J01DC52
cefotaxime,J01DD01
ceftazidime,J01DD02
cefsulodin,J01DD03
ceftriaxone,J01DD04
cefmenoxime,J01DD05
latamoxef,J01DD06
ceftizoxime,J01DD07
cefixime,J01DD08
cefodizime,J01DD09
cefetamet,J01DD10
cefpiramide,J01DD11
cefoperazone,J01DD12
cefpodoxime,J01DD13
ceftibuten,J01DD14
cefdinir,J01DD15
cefditoren,J01DD16
cefcapene,J01DD17
cefteram,J01DD18
cefotaxime and beta-lactamase inhibitor,J01DD51
ceftazidime and beta-lactamase inhibitor,J01DD52
"ceftriaxone, combinations",J01DD54
cefixime and beta-lactamase inhibitor,J01DD58
cefoperazone and beta-lactamase inhibitor,J01DD62
ceftriaxone and beta-lactamase inhibitor,J01DD63
cefpodoxime and beta-lactamase inhibitor,J01DD64
cefepime,J01DE01
cefpirome,J01DE02
cefozopran,J01DE03
cefepime and beta-lactamase inhibitor,J01DE51
aztreonam,J01DF01
carumonam,J01DF02
aztreonam and beta-lactamase inhibitor,J01DF51
meropenem,J01DH02
ertapenem,J01DH03
doripenem,J01DH04
biapenem,J01DH05
tebipenem pivoxil,J01DH06
imipenem and cilastatin,J01DH51
meropenem and vaborbactam,J01DH52
panipenem and betamipron,J01DH55
"imipenem, cilastatin and relebactam",J01DH56
ceftobiprole medocaril,J01DI01
ceftaroline fosamil,J01DI02
faropenem,J01DI03
cefiderocol,J01DI04
ceftolozane and beta-lactamase inhibitor,J01DI54
trimethoprim,J01EA01
brodimoprim,J01EA02
iclaprim,J01EA03
sulfaisodimidine,J01EB01
sulfamethizole,J01EB02
sulfadimidine,J01EB03
sulfapyridine,J01EB04
sulfafurazole,J01EB05
sulfanilamide,J01EB06
sulfathiazole,J01EB07
sulfathiourea,J01EB08
sulfamethoxazole,J01EC01
sulfadiazine,J01EC02
sulfamoxole,J01EC03
sulfadimethoxine,J01ED01
sulfalene,J01ED02
sulfametomidine,J01ED03
sulfametoxydiazine,J01ED04
sulfamethoxypyridazine,J01ED05
sulfaperin,J01ED06
sulfamerazine,J01ED07
sulfaphenazole,J01ED08
sulfamazone,J01ED09
sulfamethoxazole and trimethoprim,J01EE01
sulfadiazine and trimethoprim,J01EE02
sulfametrole and trimethoprim,J01EE03
sulfamoxole and trimethoprim,J01EE04
sulfadimidine and trimethoprim,J01EE05
sulfadiazine and tetroxoprim,J01EE06
sulfamerazine and trimethoprim,J01EE07
erythromycin,J01FA01
spiramycin,J01FA02
midecamycin,J01FA03
oleandomycin,J01FA05
roxithromycin,J01FA06
josamycin,J01FA07
troleandomycin,J01FA08
clarithromycin,J01FA09
azithromycin,J01FA10
miocamycin,J01FA11
rokitamycin,J01FA12
dirithromycin,J01FA13
flurithromycin,J01FA14
telithromycin,J01FA15
solithromycin,J01FA16
clindamycin,J01FF01
lincomycin,J01FF02
pristinamycin,J01FG01
quinupristin/dalfopristin,J01FG02
streptomycin,J01GA01
streptoduocin,J01GA02
tobramycin,J01GB01
gentamicin,J01GB03
kanamycin,J01GB04
neomycin,J01GB05
amikacin,J01GB06
netilmicin,J01GB07
sisomicin,J01GB08
dibekacin,J01GB09
ribostamycin,J01GB10
isepamicin,J01GB11
arbekacin,J01GB12
bekanamycin,J01GB13
plazomicin,J01GB14
ofloxacin,J01MA01
ciprofloxacin,J01MA02
pefloxacin,J01MA03
enoxacin,J01MA04
temafloxacin,J01MA05
norfloxacin,J01MA06
lomefloxacin,J01MA07
fleroxacin,J01MA08
sparfloxacin,J01MA09
rufloxacin,J01MA10
grepafloxacin,J01MA11
levofloxacin,J01MA12
trovafloxacin,J01MA13
moxifloxacin,J01MA14
gemifloxacin,J01MA15
gatifloxacin,J01MA16
prulifloxacin,J01MA17
pazufloxacin,J01MA18
garenoxacin,J01MA19
sitafloxacin,J01MA21
tosufloxacin,J01MA22
delafloxacin,J01MA23
levonadifloxacin,J01MA24
lascufloxacin,J01MA25
rosoxacin,J01MB01
nalidixic acid,J01MB02
piromidic acid,J01MB03
pipemidic acid,J01MB04
oxolinic acid,J01MB05
cinoxacin,J01MB06
flumequine,J01MB07
nemonoxacin,J01MB08
"penicillins, combinations with other antibacterials",J01RA01
"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",J01RA02
cefuroxime and metronidazole,J01RA03
spiramycin and metronidazole,J01RA04
levofloxacin and ornidazole,J01RA05
cefepime and amikacin,J01RA06
"azithromycin, fluconazole and secnidazole",J01RA07
tetracycline and oleandomycin,J01RA08
ofloxacin and ornidazole,J01RA09
ciprofloxacin and metronidazole,J01RA10
ciprofloxacin and tinidazole,J01RA11
ciprofloxacin and ornidazole,J01RA12
norfloxacin and tinidazole,J01RA13
norfloxacin and metronidazole,J01RA14
cefixime and ornidazole,J01RA15
cefixime and azithromycin,J01RA16
ofloxacin and nitazoxanide,J01RA17
ofloxacin and tinidazole,J01RA18
tetracycline and nystatin,J01RA19
vancomycin,J01XA01
teicoplanin,J01XA02
telavancin,J01XA03
dalbavancin,J01XA04
oritavancin,J01XA05
colistin,J01XB01
polymyxin B,J01XB02
fusidic acid,J01XC01
metronidazole,J01XD01
tinidazole,J01XD02
ornidazole,J01XD03
nitrofurantoin,J01XE01
nifurtoinol,J01XE02
furazidin,J01XE03
"nitrofurantoin, combinations",J01XE51
fosfomycin,J01XX01
xibornol,J01XX02
clofoctol,J01XX03
spectinomycin,J01XX04
methenamine,J01XX05
mandelic acid,J01XX06
nitroxoline,J01XX07
linezolid,J01XX08
daptomycin,J01XX09
bacitracin,J01XX10
tedizolid,J01XX11
lefamulin,J01XX12
gepotidacin,J01XX13
amphotericin B,J02AA01
hachimycin,J02AA02
miconazole,J02AB01
ketoconazole,J02AB02
fluconazole,J02AC01
itraconazole,J02AC02
voriconazole,J02AC03
posaconazole,J02AC04
isavuconazole,J02AC05
oteseconazole,J02AC06
flucytosine,J02AX01
caspofungin,J02AX04
micafungin,J02AX05
anidulafungin,J02AX06
ibrexafungerp,J02AX07
rezafungin acetate,J02AX08
4-aminosalicylic acid,J04AA01
sodium aminosalicylate,J04AA02
calcium aminosalicylate,J04AA03
cycloserine,J04AB01
rifampicin,J04AB02
rifamycin,J04AB03
rifabutin,J04AB04
rifapentine,J04AB05
enviomycin,J04AB06
capreomycin,J04AB30
isoniazid,J04AC01
ftivazide,J04AC02
"isoniazid, combinations",J04AC51
protionamide,J04AD01
tiocarlide,J04AD02
ethionamide,J04AD03
pyrazinamide,J04AK01
ethambutol,J04AK02
terizidone,J04AK03
morinamide,J04AK04
bedaquiline,J04AK05
delamanid,J04AK06
thioacetazone,J04AK07
pretomanid,J04AK08
streptomycin and isoniazid,J04AM01
rifampicin and isoniazid,J04AM02
ethambutol and isoniazid,J04AM03
thioacetazone and isoniazid,J04AM04
"rifampicin, pyrazinamide and isoniazid",J04AM05
"rifampicin, pyrazinamide, ethambutol and isoniazid",J04AM06
"rifampicin, ethambutol and isoniazid",J04AM07
"isoniazid, sulfamethoxazole and trimethoprim",J04AM08
"pyrazinamide, ethambutol, isoniazid and lomefloxacin",J04AM09
"pyrazinamide, ethambutol, protionamide and lomefloxacin",J04AM10
"rifabutin, pyrazinamide and protionamide",J04AM11
"rifampicin, pyrazinamide, isoniazid and levofloxacin",J04AM12
clofazimine,J04BA01
dapsone,J04BA02
aldesulfone sodium,J04BA03
dapsone and rifampicin,J04BA50
"dapsone, rifampicin and clofazimine",J04BA51
metisazone,J05AA01
aciclovir,J05AB01
idoxuridine,J05AB02
vidarabine,J05AB03
ganciclovir,J05AB06
famciclovir,J05AB09
valaciclovir,J05AB11
cidofovir,J05AB12
penciclovir,J05AB13
valganciclovir,J05AB14
brivudine,J05AB15
remdesivir,J05AB16
brincidofovir,J05AB17
molnupiravir,J05AB18
rimantadine,J05AC02
tromantadine,J05AC03
foscarnet,J05AD01
fosfonet,J05AD02
saquinavir,J05AE01
indinavir,J05AE02
ritonavir,J05AE03
nelfinavir,J05AE04
amprenavir,J05AE05
fosamprenavir,J05AE07
atazanavir,J05AE08
tipranavir,J05AE09
darunavir,J05AE10
ensitrelvir,J05AE16
nirmatrelvir and ritonavir,J05AE30
zidovudine,J05AF01
didanosine,J05AF02
zalcitabine,J05AF03
stavudine,J05AF04
lamivudine,J05AF05
abacavir,J05AF06
tenofovir disoproxil,J05AF07
adefovir dipivoxil,J05AF08
emtricitabine,J05AF09
entecavir,J05AF10
telbivudine,J05AF11
clevudine,J05AF12
tenofovir alafenamide,J05AF13
nevirapine,J05AG01
delavirdine,J05AG02
efavirenz,J05AG03
etravirine,J05AG04
rilpivirine,J05AG05
doravirine,J05AG06
elsulfavirine,J05AG07
zanamivir,J05AH01
oseltamivir,J05AH02
peramivir,J05AH03
laninamivir,J05AH04
raltegravir,J05AJ01
elvitegravir,J05AJ02
dolutegravir,J05AJ03
cabotegravir,J05AJ04
ribavirin,J05AP01
telaprevir,J05AP02
boceprevir,J05AP03
faldaprevir,J05AP04
simeprevir,J05AP05
asunaprevir,J05AP06
daclatasvir,J05AP07
sofosbuvir,J05AP08
dasabuvir,J05AP09
elbasvir,J05AP10
grazoprevir,J05AP11
coblopasvir,J05AP12
ravidasvir,J05AP13
narlaprevir,J05AP14
sofosbuvir and ledipasvir,J05AP51
"dasabuvir, ombitasvir, paritaprevir and ritonavir",J05AP52
"ombitasvir, paritaprevir and ritonavir",J05AP53
elbasvir and grazoprevir,J05AP54
sofosbuvir and velpatasvir,J05AP55
"sofosbuvir, velpatasvir and voxilaprevir",J05AP56
glecaprevir and pibrentasvir,J05AP57
"daclatasvir, asunaprevir and beclabuvir",J05AP58
zidovudine and lamivudine,J05AR01
lamivudine and abacavir,J05AR02
tenofovir disoproxil and emtricitabine,J05AR03
"zidovudine, lamivudine and abacavir",J05AR04
"zidovudine, lamivudine and nevirapine",J05AR05
"emtricitabine, tenofovir disoproxil and efavirenz",J05AR06
"stavudine, lamivudine and nevirapine",J05AR07
"emtricitabine, tenofovir disoproxil and rilpivirine",J05AR08
"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",J05AR09
lopinavir and ritonavir,J05AR10
"lamivudine, tenofovir disoproxil and efavirenz",J05AR11
lamivudine and tenofovir disoproxil,J05AR12
"lamivudine, abacavir and dolutegravir",J05AR13
darunavir and cobicistat,J05AR14
atazanavir and cobicistat,J05AR15
lamivudine and raltegravir,J05AR16
emtricitabine and tenofovir alafenamide,J05AR17
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",J05AR18
"emtricitabine, tenofovir alafenamide and rilpivirine",J05AR19
"emtricitabine, tenofovir alafenamide and bictegravir",J05AR20
dolutegravir and rilpivirine,J05AR21
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",J05AR22
atazanavir and ritonavir,J05AR23
"lamivudine, tenofovir disoproxil and doravirine",J05AR24
lamivudine and dolutegravir,J05AR25
darunavir and ritonavir,J05AR26
"lamivudine, tenofovir disoproxil and dolutegravir",J05AR27
stavudine and lamivudine,J05AR28
"emtricitabine, tenofovir alafenamide and dolutegravir",J05AR29
moroxydine,J05AX01
lysozyme,J05AX02
inosine pranobex,J05AX05
pleconaril,J05AX06
enfuvirtide,J05AX07
maraviroc,J05AX09
maribavir,J05AX10
umifenovir,J05AX13
enisamium iodide,J05AX17
letermovir,J05AX18
tilorone,J05AX19
pentanedioic acid imidazolyl ethanamide,J05AX21
ibalizumab,J05AX23
tecovirimat,J05AX24
baloxavir marboxil,J05AX25
amenamevir,J05AX26
favipiravir,J05AX27
bulevirtide,J05AX28
fostemsavir,J05AX29
lenacapavir,J05AX31
riamilovir,J05AX32
labuvirtide,J05AX33
diphtheria antitoxin,J06AA01
tetanus antitoxin,J06AA02
snake venom antiserum,J06AA03
botulinum antitoxin,J06AA04
gas-gangrene sera,J06AA05
rabies serum,J06AA06
"immunoglobulins, normal human, for extravascular adm.",J06BA01
"immunoglobulins, normal human, for intravascular adm.",J06BA02
anti-D (rh) immunoglobulin,J06BB01
tetanus immunoglobulin,J06BB02
varicella/zoster immunoglobulin,J06BB03
hepatitis B immunoglobulin,J06BB04
rabies immunoglobulin,J06BB05
rubella immunoglobulin,J06BB06
vaccinia immunoglobulin,J06BB07
staphylococcus immunoglobulin,J06BB08
cytomegalovirus immunoglobulin,J06BB09
diphtheria immunoglobulin,J06BB10
hepatitis A immunoglobulin,J06BB11
"encephalitis, tick borne immunoglobulin",J06BB12
pertussis immunoglobulin,J06BB13
measles immunoglobulin,J06BB14
mumps immunoglobulin,J06BB15
anthrax immunoglobulin,J06BB19
nebacumab,J06BC01
raxibacumab,J06BC02
bezlotoxumab,J06BC03
obiltoxaximab,J06BC04
palivizumab,J06BD01
motavizumab,J06BD02
tixagevimab and cilgavimab,J06BD03
ansuvimab,J06BD04
sotrovimab,J06BD05
regdanvimab,J06BD06
casirivimab and imdevimab,J06BD07
nirsevimab,J06BD08
sipavibart,J06BD09
anthrax antigen,J07AC01
brucella antigen,J07AD01
"cholera, inactivated, whole cell",J07AE01
"cholera, live attenuated",J07AE02
"cholera, combinations with typhoid vaccine, inactivated, whole cell",J07AE51
